Axi A1 Relic (Intact),Axi A1 Relic (Intact).1
Hydroid Prime Chassis Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith R2 Relic (Intact),Lith R2 Relic (Intact)
Revenant Prime Blueprint,Rare (2.00%)
Nidus Prime Blueprint,Uncommon (11.00%)
Tenora Prime Stock,Uncommon (11.00%)
Lex Prime Blueprint,Uncommon (25.33%)
Octavia Prime Systems Blueprint,Uncommon (25.33%)
Scourge Prime Blade,Uncommon (25.33%)
,
Lith R2 Relic (Exceptional),Lith R2 Relic (Exceptional)
Revenant Prime Blueprint,Rare (4.00%)
Nidus Prime Blueprint,Uncommon (13.00%)
Tenora Prime Stock,Uncommon (13.00%)
Lex Prime Blueprint,Uncommon (23.33%)
Octavia Prime Systems Blueprint,Uncommon (23.33%)
Scourge Prime Blade,Uncommon (23.33%)
,
Lith R2 Relic (Flawless),Lith R2 Relic (Flawless)
Revenant Prime Blueprint,Rare (6.00%)
Nidus Prime Blueprint,Uncommon (17.00%)
Tenora Prime Stock,Uncommon (17.00%)
Lex Prime Blueprint,Uncommon (20.00%)
Octavia Prime Systems Blueprint,Uncommon (20.00%)
Scourge Prime Blade,Uncommon (20.00%)
,
Lith R2 Relic (Radiant),Lith R2 Relic (Radiant)
Revenant Prime Blueprint,Uncommon (10.00%)
Nidus Prime Blueprint,Uncommon (20.00%)
Tenora Prime Stock,Uncommon (20.00%)
Lex Prime Blueprint,Uncommon (16.67%)
Octavia Prime Systems Blueprint,Uncommon (16.67%)
Scourge Prime Blade,Uncommon (16.67%)
,
Lith R3 Relic (Intact),Lith R3 Relic (Intact)
Revenant Prime Blueprint,Rare (2.00%)
Harrow Prime Neuroptics Blueprint,Uncommon (11.00%)
Fang Prime Handle,Uncommon (11.00%)
Scourge Prime Blade,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Burston Prime Stock,Uncommon (25.33%)
,
Lith R3 Relic (Exceptional),Lith R3 Relic (Exceptional)
Revenant Prime Blueprint,Rare (4.00%)
Harrow Prime Neuroptics Blueprint,Uncommon (13.00%)
Fang Prime Handle,Uncommon (13.00%)
Scourge Prime Blade,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Burston Prime Stock,Uncommon (23.33%)
,
Lith R3 Relic (Flawless),Lith R3 Relic (Flawless)
Revenant Prime Blueprint,Rare (6.00%)
Harrow Prime Neuroptics Blueprint,Uncommon (17.00%)
Fang Prime Handle,Uncommon (17.00%)
Scourge Prime Blade,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Burston Prime Stock,Uncommon (20.00%)
,
Lith R3 Relic (Radiant),Lith R3 Relic (Radiant)
Revenant Prime Blueprint,Uncommon (10.00%)
Harrow Prime Neuroptics Blueprint,Uncommon (20.00%)
Fang Prime Handle,Uncommon (20.00%)
Scourge Prime Blade,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Burston Prime Stock,Uncommon (16.67%)
,
Lith R4 Relic (Intact),Lith R4 Relic (Intact)
Revenant Prime Blueprint,Rare (2.00%)
Zylok Prime Receiver,Uncommon (11.00%)
Garuda Prime Chassis Blueprint,Uncommon (11.00%)
Akbronco Prime Blueprint,Uncommon (25.33%)
Braton Prime Blueprint,Uncommon (25.33%)
Khora Prime Systems Blueprint,Uncommon (25.33%)
,
Lith R4 Relic (Exceptional),Lith R4 Relic (Exceptional)
Revenant Prime Blueprint,Rare (4.00%)
Zylok Prime Receiver,Uncommon (13.00%)
Garuda Prime Chassis Blueprint,Uncommon (13.00%)
Akbronco Prime Blueprint,Uncommon (23.33%)
Braton Prime Blueprint,Uncommon (23.33%)
Khora Prime Systems Blueprint,Uncommon (23.33%)
,
Lith R4 Relic (Flawless),Lith R4 Relic (Flawless)
Revenant Prime Blueprint,Rare (6.00%)
Zylok Prime Receiver,Uncommon (17.00%)
Garuda Prime Chassis Blueprint,Uncommon (17.00%)
Akbronco Prime Blueprint,Uncommon (20.00%)
Braton Prime Blueprint,Uncommon (20.00%)
Khora Prime Systems Blueprint,Uncommon (20.00%)
,
Lith R4 Relic (Radiant),Lith R4 Relic (Radiant)
Revenant Prime Blueprint,Uncommon (10.00%)
Zylok Prime Receiver,Uncommon (20.00%)
Garuda Prime Chassis Blueprint,Uncommon (20.00%)
Akbronco Prime Blueprint,Uncommon (16.67%)
Braton Prime Blueprint,Uncommon (16.67%)
Khora Prime Systems Blueprint,Uncommon (16.67%)
,
Lith S1 Relic (Intact),Lith S1 Relic (Intact)
Paris Prime Grip,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Paris Prime String,Uncommon (25.33%)
Spira Prime Pouch,Rare (2.00%)
Hikou Prime Blueprint,Uncommon (25.33%)
Bronco Prime Blueprint,Uncommon (25.33%)
,
Lith S1 Relic (Exceptional),Lith S1 Relic (Exceptional)
Paris Prime Grip,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Paris Prime String,Uncommon (23.33%)
Spira Prime Pouch,Rare (4.00%)
Hikou Prime Blueprint,Uncommon (23.33%)
Bronco Prime Blueprint,Uncommon (23.33%)
,
Lith S1 Relic (Flawless),Lith S1 Relic (Flawless)
Paris Prime Grip,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Paris Prime String,Uncommon (20.00%)
Spira Prime Pouch,Rare (6.00%)
Hikou Prime Blueprint,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
,
Lith S1 Relic (Radiant),Lith S1 Relic (Radiant)
Paris Prime Grip,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Paris Prime String,Uncommon (16.67%)
Spira Prime Pouch,Uncommon (10.00%)
Hikou Prime Blueprint,Uncommon (16.67%)
Bronco Prime Blueprint,Uncommon (16.67%)
,
Lith S10 Relic (Intact),Lith S10 Relic (Intact)
Stradavar Prime Blueprint,Rare (2.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Baza Prime Barrel,Uncommon (11.00%)
Mesa Prime Chassis Blueprint,Uncommon (25.33%)
Dethcube Prime Systems,Uncommon (25.33%)
Burston Prime Blueprint,Uncommon (25.33%)
,
Lith S10 Relic (Exceptional),Lith S10 Relic (Exceptional)
Stradavar Prime Blueprint,Rare (4.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Baza Prime Barrel,Uncommon (13.00%)
Mesa Prime Chassis Blueprint,Uncommon (23.33%)
Dethcube Prime Systems,Uncommon (23.33%)
Burston Prime Blueprint,Uncommon (23.33%)
,
Lith S10 Relic (Flawless),Lith S10 Relic (Flawless)
Stradavar Prime Blueprint,Rare (6.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Baza Prime Barrel,Uncommon (17.00%)
Mesa Prime Chassis Blueprint,Uncommon (20.00%)
Dethcube Prime Systems,Uncommon (20.00%)
Burston Prime Blueprint,Uncommon (20.00%)
,
Lith S10 Relic (Radiant),Lith S10 Relic (Radiant)
Stradavar Prime Blueprint,Uncommon (10.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Baza Prime Barrel,Uncommon (20.00%)
Mesa Prime Chassis Blueprint,Uncommon (16.67%)
Dethcube Prime Systems,Uncommon (16.67%)
Burston Prime Blueprint,Uncommon (16.67%)
,
Lith S11 Relic (Intact),Lith S11 Relic (Intact)
Strun Prime Blueprint,Rare (2.00%)
Pangolin Prime Blade,Uncommon (11.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Fang Prime Blade,Uncommon (25.33%)
Volnus Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith S11 Relic (Exceptional),Lith S11 Relic (Exceptional)
Strun Prime Blueprint,Rare (4.00%)
Pangolin Prime Blade,Uncommon (13.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Fang Prime Blade,Uncommon (23.33%)
Volnus Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith S11 Relic (Flawless),Lith S11 Relic (Flawless)
Strun Prime Blueprint,Rare (6.00%)
Pangolin Prime Blade,Uncommon (17.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Fang Prime Blade,Uncommon (20.00%)
Volnus Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith S11 Relic (Radiant),Lith S11 Relic (Radiant)
Strun Prime Blueprint,Uncommon (10.00%)
Pangolin Prime Blade,Uncommon (20.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (16.67%)
Volnus Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith S12 Relic (Intact),Lith S12 Relic (Intact)
Strun Prime Blueprint,Rare (2.00%)
Gara Prime Neuroptics Blueprint,Uncommon (11.00%)
Braton Prime Blueprint,Uncommon (11.00%)
Corvas Prime Stock,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Bronco Prime Blueprint,Uncommon (25.33%)
,
Lith S12 Relic (Exceptional),Lith S12 Relic (Exceptional)
Strun Prime Blueprint,Rare (4.00%)
Gara Prime Neuroptics Blueprint,Uncommon (13.00%)
Braton Prime Blueprint,Uncommon (13.00%)
Corvas Prime Stock,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Bronco Prime Blueprint,Uncommon (23.33%)
,
Lith S12 Relic (Flawless),Lith S12 Relic (Flawless)
Strun Prime Blueprint,Rare (6.00%)
Gara Prime Neuroptics Blueprint,Uncommon (17.00%)
Braton Prime Blueprint,Uncommon (17.00%)
Corvas Prime Stock,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
,
Lith S12 Relic (Radiant),Lith S12 Relic (Radiant)
Strun Prime Blueprint,Uncommon (10.00%)
Gara Prime Neuroptics Blueprint,Uncommon (20.00%)
Braton Prime Blueprint,Uncommon (20.00%)
Corvas Prime Stock,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Bronco Prime Blueprint,Uncommon (16.67%)
,
Lith S13 Relic (Intact),Lith S13 Relic (Intact)
Stradavar Prime Blueprint,Rare (2.00%)
Equinox Prime Blueprint,Uncommon (11.00%)
Burston Prime Barrel,Uncommon (11.00%)
Wukong Prime Neuroptics Blueprint,Uncommon (25.33%)
Zhuge Prime Grip,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith S13 Relic (Exceptional),Lith S13 Relic (Exceptional)
Stradavar Prime Blueprint,Rare (4.00%)
Equinox Prime Blueprint,Uncommon (13.00%)
Burston Prime Barrel,Uncommon (13.00%)
Wukong Prime Neuroptics Blueprint,Uncommon (23.33%)
Zhuge Prime Grip,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith S13 Relic (Flawless),Lith S13 Relic (Flawless)
Stradavar Prime Blueprint,Rare (6.00%)
Equinox Prime Blueprint,Uncommon (17.00%)
Burston Prime Barrel,Uncommon (17.00%)
Wukong Prime Neuroptics Blueprint,Uncommon (20.00%)
Zhuge Prime Grip,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith S13 Relic (Radiant),Lith S13 Relic (Radiant)
Stradavar Prime Blueprint,Uncommon (10.00%)
Equinox Prime Blueprint,Uncommon (20.00%)
Burston Prime Barrel,Uncommon (20.00%)
Wukong Prime Neuroptics Blueprint,Uncommon (16.67%)
Zhuge Prime Grip,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith S14 Relic (Intact),Lith S14 Relic (Intact)
Scourge Prime Blueprint,Rare (2.00%)
Revenant Prime Neuroptics Blueprint,Uncommon (11.00%)
Burston Prime Barrel,Uncommon (11.00%)
Lex Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Knell Prime Blueprint,Uncommon (25.33%)
,
Lith S14 Relic (Exceptional),Lith S14 Relic (Exceptional)
Scourge Prime Blueprint,Rare (4.00%)
Revenant Prime Neuroptics Blueprint,Uncommon (13.00%)
Burston Prime Barrel,Uncommon (13.00%)
Lex Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Knell Prime Blueprint,Uncommon (23.33%)
,
Lith S14 Relic (Flawless),Lith S14 Relic (Flawless)
Scourge Prime Blueprint,Rare (6.00%)
Revenant Prime Neuroptics Blueprint,Uncommon (17.00%)
Burston Prime Barrel,Uncommon (17.00%)
Lex Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Knell Prime Blueprint,Uncommon (20.00%)
,
Lith S14 Relic (Radiant),Lith S14 Relic (Radiant)
Scourge Prime Blueprint,Uncommon (10.00%)
Revenant Prime Neuroptics Blueprint,Uncommon (20.00%)
Burston Prime Barrel,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Knell Prime Blueprint,Uncommon (16.67%)
,
Lith S15 Relic (Intact),Lith S15 Relic (Intact)
Shade Prime Carapace,Rare (2.00%)
Harrow Prime Blueprint,Uncommon (11.00%)
Khora Prime Chassis Blueprint,Uncommon (11.00%)
Burston Prime Receiver,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Hystrix Prime Barrel,Uncommon (25.33%)
,
Lith S15 Relic (Exceptional),Lith S15 Relic (Exceptional)
Shade Prime Carapace,Rare (4.00%)
Harrow Prime Blueprint,Uncommon (13.00%)
Khora Prime Chassis Blueprint,Uncommon (13.00%)
Burston Prime Receiver,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Hystrix Prime Barrel,Uncommon (23.33%)
,
Lith S15 Relic (Flawless),Lith S15 Relic (Flawless)
Shade Prime Carapace,Rare (6.00%)
Harrow Prime Blueprint,Uncommon (17.00%)
Khora Prime Chassis Blueprint,Uncommon (17.00%)
Burston Prime Receiver,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Hystrix Prime Barrel,Uncommon (20.00%)
,
Lith S15 Relic (Radiant),Lith S15 Relic (Radiant)
Shade Prime Carapace,Uncommon (10.00%)
Harrow Prime Blueprint,Uncommon (20.00%)
Khora Prime Chassis Blueprint,Uncommon (20.00%)
Burston Prime Receiver,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Hystrix Prime Barrel,Uncommon (16.67%)
,
Lith S2 Relic (Intact),Lith S2 Relic (Intact)
Soma Prime Stock,Rare (2.00%)
Carrier Prime Systems,Uncommon (25.33%)
Forma Blueprint,Uncommon (11.00%)
Akbronco Prime Blueprint,Uncommon (25.33%)
Nyx Prime Blueprint,Uncommon (25.33%)
Kavasa Prime Band,Uncommon (11.00%)
,
Lith S2 Relic (Exceptional),Lith S2 Relic (Exceptional)
Soma Prime Stock,Rare (4.00%)
Carrier Prime Systems,Uncommon (23.33%)
Forma Blueprint,Uncommon (13.00%)
Akbronco Prime Blueprint,Uncommon (23.33%)
Nyx Prime Blueprint,Uncommon (23.33%)
Kavasa Prime Band,Uncommon (13.00%)
,
Lith S2 Relic (Flawless),Lith S2 Relic (Flawless)
Soma Prime Stock,Rare (6.00%)
Carrier Prime Systems,Uncommon (20.00%)
Forma Blueprint,Uncommon (17.00%)
Akbronco Prime Blueprint,Uncommon (20.00%)
Nyx Prime Blueprint,Uncommon (20.00%)
Kavasa Prime Band,Uncommon (17.00%)
,
Lith S2 Relic (Radiant),Lith S2 Relic (Radiant)
Soma Prime Stock,Uncommon (10.00%)
Carrier Prime Systems,Uncommon (16.67%)
Forma Blueprint,Uncommon (20.00%)
Akbronco Prime Blueprint,Uncommon (16.67%)
Nyx Prime Blueprint,Uncommon (16.67%)
Kavasa Prime Band,Uncommon (20.00%)
,
Lith S3 Relic (Intact),Lith S3 Relic (Intact)
Spira Prime Pouch,Rare (2.00%)
Ash Prime Blueprint,Uncommon (11.00%)
Soma Prime Receiver,Uncommon (11.00%)
Carrier Prime Systems,Uncommon (25.33%)
Akbronco Prime Blueprint,Uncommon (25.33%)
Paris Prime String,Uncommon (25.33%)
,
Lith S3 Relic (Exceptional),Lith S3 Relic (Exceptional)
Spira Prime Pouch,Rare (4.00%)
Ash Prime Blueprint,Uncommon (13.00%)
Soma Prime Receiver,Uncommon (13.00%)
Carrier Prime Systems,Uncommon (23.33%)
Akbronco Prime Blueprint,Uncommon (23.33%)
Paris Prime String,Uncommon (23.33%)
,
Lith S3 Relic (Flawless),Lith S3 Relic (Flawless)
Spira Prime Pouch,Rare (6.00%)
Ash Prime Blueprint,Uncommon (17.00%)
Soma Prime Receiver,Uncommon (17.00%)
Carrier Prime Systems,Uncommon (20.00%)
Akbronco Prime Blueprint,Uncommon (20.00%)
Paris Prime String,Uncommon (20.00%)
,
Lith S3 Relic (Radiant),Lith S3 Relic (Radiant)
Spira Prime Pouch,Uncommon (10.00%)
Ash Prime Blueprint,Uncommon (20.00%)
Soma Prime Receiver,Uncommon (20.00%)
Carrier Prime Systems,Uncommon (16.67%)
Akbronco Prime Blueprint,Uncommon (16.67%)
Paris Prime String,Uncommon (16.67%)
,
Lith S4 Relic (Intact),Lith S4 Relic (Intact)
Saryn Prime Blueprint,Rare (2.00%)
Trinity Prime Chassis Blueprint,Uncommon (11.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (11.00%)
Lex Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Paris Prime Blueprint,Uncommon (25.33%)
,
Lith S4 Relic (Exceptional),Lith S4 Relic (Exceptional)
Saryn Prime Blueprint,Rare (4.00%)
Trinity Prime Chassis Blueprint,Uncommon (13.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (13.00%)
Lex Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Paris Prime Blueprint,Uncommon (23.33%)
,
Lith S4 Relic (Flawless),Lith S4 Relic (Flawless)
Saryn Prime Blueprint,Rare (6.00%)
Trinity Prime Chassis Blueprint,Uncommon (17.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (17.00%)
Lex Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (20.00%)
,
Lith S4 Relic (Radiant),Lith S4 Relic (Radiant)
Saryn Prime Blueprint,Uncommon (10.00%)
Trinity Prime Chassis Blueprint,Uncommon (20.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (20.00%)
Lex Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Paris Prime Blueprint,Uncommon (16.67%)
,
Lith S5 Relic (Intact),Lith S5 Relic (Intact)
Spira Prime Blade,Rare (2.00%)
Akbronco Prime Link,Uncommon (11.00%)
Galatine Prime Handle,Uncommon (11.00%)
Carrier Prime Carapace,Uncommon (25.33%)
Burston Prime Receiver,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Lith S5 Relic (Exceptional),Lith S5 Relic (Exceptional)
Spira Prime Blade,Rare (4.00%)
Akbronco Prime Link,Uncommon (13.00%)
Galatine Prime Handle,Uncommon (13.00%)
Carrier Prime Carapace,Uncommon (23.33%)
Burston Prime Receiver,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Lith S5 Relic (Flawless),Lith S5 Relic (Flawless)
Spira Prime Blade,Rare (6.00%)
Akbronco Prime Link,Uncommon (17.00%)
Galatine Prime Handle,Uncommon (17.00%)
Carrier Prime Carapace,Uncommon (20.00%)
Burston Prime Receiver,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Lith S5 Relic (Radiant),Lith S5 Relic (Radiant)
Spira Prime Blade,Uncommon (10.00%)
Akbronco Prime Link,Uncommon (20.00%)
Galatine Prime Handle,Uncommon (20.00%)
Carrier Prime Carapace,Uncommon (16.67%)
Burston Prime Receiver,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Lith S6 Relic (Intact),Lith S6 Relic (Intact)
Spira Prime Pouch,Rare (2.00%)
Kavasa Prime Band,Uncommon (11.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
Dual Kamas Prime Blueprint,Uncommon (25.33%)
,
Lith S6 Relic (Exceptional),Lith S6 Relic (Exceptional)
Spira Prime Pouch,Rare (4.00%)
Kavasa Prime Band,Uncommon (13.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
Dual Kamas Prime Blueprint,Uncommon (23.33%)
,
Lith S6 Relic (Flawless),Lith S6 Relic (Flawless)
Spira Prime Pouch,Rare (6.00%)
Kavasa Prime Band,Uncommon (17.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
Dual Kamas Prime Blueprint,Uncommon (20.00%)
,
Lith S6 Relic (Radiant),Lith S6 Relic (Radiant)
Spira Prime Pouch,Uncommon (10.00%)
Kavasa Prime Band,Uncommon (20.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
Dual Kamas Prime Blueprint,Uncommon (16.67%)
,
Lith S7 Relic (Intact),Lith S7 Relic (Intact)
Sybaris Prime Barrel,Rare (2.00%)
Paris Prime Grip,Uncommon (11.00%)
Akbolto Prime Link,Uncommon (11.00%)
Mirage Prime Chassis Blueprint,Uncommon (25.33%)
Lex Prime Blueprint,Uncommon (25.33%)
Galatine Prime Blade,Uncommon (25.33%)
,
Lith S7 Relic (Exceptional),Lith S7 Relic (Exceptional)
Sybaris Prime Barrel,Rare (4.00%)
Paris Prime Grip,Uncommon (13.00%)
Akbolto Prime Link,Uncommon (13.00%)
Mirage Prime Chassis Blueprint,Uncommon (23.33%)
Lex Prime Blueprint,Uncommon (23.33%)
Galatine Prime Blade,Uncommon (23.33%)
,
Lith S7 Relic (Flawless),Lith S7 Relic (Flawless)
Sybaris Prime Barrel,Rare (6.00%)
Paris Prime Grip,Uncommon (17.00%)
Akbolto Prime Link,Uncommon (17.00%)
Mirage Prime Chassis Blueprint,Uncommon (20.00%)
Lex Prime Blueprint,Uncommon (20.00%)
Galatine Prime Blade,Uncommon (20.00%)
,
Lith S7 Relic (Radiant),Lith S7 Relic (Radiant)
Sybaris Prime Barrel,Uncommon (10.00%)
Paris Prime Grip,Uncommon (20.00%)
Akbolto Prime Link,Uncommon (20.00%)
Mirage Prime Chassis Blueprint,Uncommon (16.67%)
Lex Prime Blueprint,Uncommon (16.67%)
Galatine Prime Blade,Uncommon (16.67%)
,
Lith S8 Relic (Intact),Lith S8 Relic (Intact)
Stradavar Prime Blueprint,Rare (2.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Rubico Prime Barrel,Uncommon (11.00%)
Gram Prime Blade,Uncommon (25.33%)
Braton Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith S8 Relic (Exceptional),Lith S8 Relic (Exceptional)
Stradavar Prime Blueprint,Rare (4.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Rubico Prime Barrel,Uncommon (13.00%)
Gram Prime Blade,Uncommon (23.33%)
Braton Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith S8 Relic (Flawless),Lith S8 Relic (Flawless)
Stradavar Prime Blueprint,Rare (6.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Rubico Prime Barrel,Uncommon (17.00%)
Gram Prime Blade,Uncommon (20.00%)
Braton Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith S8 Relic (Radiant),Lith S8 Relic (Radiant)
Stradavar Prime Blueprint,Uncommon (10.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Rubico Prime Barrel,Uncommon (20.00%)
Gram Prime Blade,Uncommon (16.67%)
Braton Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith S9 Relic (Intact),Lith S9 Relic (Intact)
Silva & Aegis Prime Guard,Rare (2.00%)
Oberon Prime Blueprint,Uncommon (11.00%)
Tigris Prime Receiver,Uncommon (11.00%)
Sybaris Prime Stock,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Burston Prime Stock,Uncommon (25.33%)
,
Lith S9 Relic (Exceptional),Lith S9 Relic (Exceptional)
Silva & Aegis Prime Guard,Rare (4.00%)
Oberon Prime Blueprint,Uncommon (13.00%)
Tigris Prime Receiver,Uncommon (13.00%)
Sybaris Prime Stock,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Burston Prime Stock,Uncommon (23.33%)
,
Lith S9 Relic (Flawless),Lith S9 Relic (Flawless)
Silva & Aegis Prime Guard,Rare (6.00%)
Oberon Prime Blueprint,Uncommon (17.00%)
Tigris Prime Receiver,Uncommon (17.00%)
Sybaris Prime Stock,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Burston Prime Stock,Uncommon (20.00%)
,
Lith S9 Relic (Radiant),Lith S9 Relic (Radiant)
Silva & Aegis Prime Guard,Uncommon (10.00%)
Oberon Prime Blueprint,Uncommon (20.00%)
Tigris Prime Receiver,Uncommon (20.00%)
Sybaris Prime Stock,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Burston Prime Stock,Uncommon (16.67%)
,
Lith T1 Relic (Intact),Lith T1 Relic (Intact)
Tigris Prime Blueprint,Rare (2.00%)
Ballistica Prime Upper Limb,Uncommon (11.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Burston Prime Blueprint,Uncommon (25.33%)
Akbronco Prime Blueprint,Uncommon (25.33%)
,
Lith T1 Relic (Exceptional),Lith T1 Relic (Exceptional)
Tigris Prime Blueprint,Rare (4.00%)
Ballistica Prime Upper Limb,Uncommon (13.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Burston Prime Blueprint,Uncommon (23.33%)
Akbronco Prime Blueprint,Uncommon (23.33%)
,
Lith T1 Relic (Flawless),Lith T1 Relic (Flawless)
Tigris Prime Blueprint,Rare (6.00%)
Ballistica Prime Upper Limb,Uncommon (17.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Burston Prime Blueprint,Uncommon (20.00%)
Akbronco Prime Blueprint,Uncommon (20.00%)
,
Lith T1 Relic (Radiant),Lith T1 Relic (Radiant)
Tigris Prime Blueprint,Uncommon (10.00%)
Ballistica Prime Upper Limb,Uncommon (20.00%)
Valkyr Prime Neuroptics Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Burston Prime Blueprint,Uncommon (16.67%)
Akbronco Prime Blueprint,Uncommon (16.67%)
,
Lith T10 Relic (Intact),Lith T10 Relic (Intact)
Tatsu Prime Handle,Rare (2.00%)
Dual Keres Prime Handle,Uncommon (11.00%)
Bronco Prime Barrel,Uncommon (11.00%)
Burston Prime Stock,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
