Mercury/Apollodorus (Survival),Mercury/Apollodorus (Survival)
Neo Z10 Relic,Uncommon (14.29%)
Neo D8 Relic,Uncommon (14.29%)
Neo S18 Relic,Uncommon (14.29%)
Neo K6 Relic,Uncommon (14.29%)
Neo K7 Relic,Uncommon (14.29%)
Neo N23 Relic,Uncommon (14.29%)
Rotation C,Rotation C
Life Strike,Uncommon (12.50%)
Axi H6 Relic,Uncommon (12.50%)
Axi G11 Relic,Uncommon (12.50%)
Axi G10 Relic,Uncommon (12.50%)
Axi B6 Relic,Uncommon (12.50%)
Axi G12 Relic,Uncommon (12.50%)
Axi L6 Relic,Uncommon (12.50%)
Axi A17 Relic,Uncommon (12.50%)
,
Eris/Naeglar (Caches),Eris/Naeglar (Caches)
Rotation A,Rotation A
"3,000 Credits Cache",Uncommon (16.67%)
"3,000 Credits Cache",Uncommon (16.67%)
200 Endo,Uncommon (16.67%)
200 Endo,Uncommon (16.67%)
1000X Nano Spores,Uncommon (16.67%)
Thief's Wit,Uncommon (16.67%)
Rotation B,Rotation B
"5,000 Credits Cache",Uncommon (15.49%)
"5,000 Credits Cache",Uncommon (15.49%)
300 Endo,Uncommon (15.49%)
350X Plastids,Uncommon (15.49%)
3X Mutagen Sample,Uncommon (15.49%)
Contagious Spread,Rare (5.64%)
Pathogen Rounds,Rare (5.64%)
Infected Clip,Rare (5.64%)
Fever Strike,Rare (5.64%)
Rotation C,Rotation C
Neurodes,Uncommon (15.49%)
2X Neurodes,Uncommon (15.49%)
400 Endo,Uncommon (15.49%)
400 Endo,Uncommon (15.49%)
400 Endo,Rare (4.51%)
Enemy Sense,Uncommon (15.49%)
Mutalist Alad V Nav Coordinate,Rare (4.51%)
High Voltage,Rare (4.51%)
Shell Shock,Rare (4.51%)
Firestorm,Rare (4.51%)
,
Sedna/Kappa (Disruption),Sedna/Kappa (Disruption)
Rotation A,Rotation A
Meso P14 Relic,Uncommon (14.29%)
Meso G5 Relic,Uncommon (14.29%)
Meso M4 Relic,Uncommon (14.29%)
Meso P13 Relic,Uncommon (14.29%)
Meso B8 Relic,Uncommon (14.29%)
Meso W3 Relic,Uncommon (14.29%)
Meso C9 Relic,Uncommon (14.29%)
Rotation B,Rotation B
Neo F2 Relic,Uncommon (14.29%)
Neo Z10 Relic,Uncommon (14.29%)
Neo D8 Relic,Uncommon (14.29%)
Neo S18 Relic,Uncommon (14.29%)
Neo K6 Relic,Uncommon (14.29%)
Neo K7 Relic,Uncommon (14.29%)
Neo N23 Relic,Uncommon (14.29%)
Rotation C,Rotation C
Axi H6 Relic,Uncommon (10.20%)
Axi G11 Relic,Uncommon (10.20%)
Axi G10 Relic,Uncommon (10.20%)
Gauss Chassis Blueprint,Rare (7.84%)
Gauss Neuroptics Blueprint,Rare (7.84%)
Gauss Systems Blueprint,Rare (7.84%)
Universal Medallion,Rare (5.10%)
Axi B6 Relic,Uncommon (10.20%)
Axi G12 Relic,Uncommon (10.20%)
Axi L6 Relic,Uncommon (10.20%)
Axi A17 Relic,Uncommon (10.20%)
,
Sedna/Rusalka (Caches),Sedna/Rusalka (Caches)
Rotation A,Rotation A
"10,000 Credits Cache",Very Common (100.00%)
Rotation B,Rotation B
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (11.06%)
400 Endo,Uncommon (11.06%)
400 Endo,Rare (2.01%)
400X Circuits,Uncommon (12.65%)
400X Rubedo,Uncommon (12.65%)
300X Plastids,Uncommon (12.65%)
Rotation C,Rotation C
600 Endo,Uncommon (12.58%)
600 Endo,Uncommon (12.58%)
600 Endo,Uncommon (12.58%)
600 Endo,Rare (3.67%)
Orokin Cell,Uncommon (12.58%)
Gallium,Uncommon (12.58%)
Neurodes,Uncommon (12.58%)
2X Orokin Cell,Rare (3.67%)
2X Gallium,Rare (3.67%)
2X Neurodes,Rare (3.67%)
Argon Crystal,Rare (3.67%)
Tellurium,Rare (3.67%)
Nitain Extract,Rare (2.00%)
Xiphos Avionics Blueprint,Legendary (0.50%)
,
Event: Sedna/Camenae (Defense),Event: Sedna/Camenae (Defense)
Rotation A,Rotation A
Meso M4 Relic,Uncommon (14.29%)
Meso G5 Relic,Uncommon (14.29%)
Meso B8 Relic,Uncommon (14.29%)
Meso P13 Relic,Uncommon (14.29%)
Meso P14 Relic,Uncommon (14.29%)
Meso C9 Relic,Uncommon (14.29%)
Meso W3 Relic,Uncommon (14.29%)
Rotation B,Rotation B
Reflex Coil,Rare (6.25%)
Deep Freeze,Rare (6.25%)
North Wind,Rare (6.25%)
Cryo Rounds,Rare (6.25%)
Hell's Chamber,Rare (6.25%)
Stormbringer,Rare (6.25%)
Point Blank,Rare (6.25%)
Fury,Rare (6.25%)
150 Endo,Rare (6.25%)
Neo F2 Relic,Rare (6.25%)
Neo Z10 Relic,Rare (6.25%)
Neo S18 Relic,Rare (6.25%)
Neo K6 Relic,Rare (6.25%)
Neo K7 Relic,Rare (6.25%)
Neo D8 Relic,Rare (6.25%)
Neo N23 Relic,Rare (6.25%)
Rotation C,Rotation C
Vital Sense,Rare (4.51%)
Metal Auger,Rare (4.51%)
Ravage,Rare (4.51%)
Stretch,Rare (4.51%)
300 Endo,Rare (4.51%)
Neo F2 Relic,Uncommon (11.06%)
Neo Z10 Relic,Uncommon (11.06%)
Neo S18 Relic,Uncommon (11.06%)
Neo K6 Relic,Uncommon (11.06%)
Neo K7 Relic,Uncommon (11.06%)
Neo D8 Relic,Uncommon (11.06%)
Neo N23 Relic,Uncommon (11.06%)
,
Sedna/Vodyanoi (Arena),Sedna/Vodyanoi (Arena)
"5,000 Credits Cache",Very Common (75.50%)
250 Endo,Uncommon (22.00%)
Forma Blueprint,Legendary (0.50%)
Crimson Dervish,Legendary (0.50%)
Astral Twilight,Legendary (0.50%)
Blind Justice,Legendary (0.50%)
Tempo Royale,Legendary (0.25%)
Vengeful Revenant,Legendary (0.25%)
,
Event: Sedna/Undine (Arena),Event: Sedna/Undine (Arena)
"3,000 Credits Cache",Very Common (75.88%)
150 Endo,Uncommon (22.11%)
Forma Blueprint,Legendary (0.40%)
Pointed Wind,Legendary (0.40%)
High Noon,Legendary (0.40%)
Four Riders,Legendary (0.40%)
Tranquil Cleave,Legendary (0.40%)
,
Event: Sedna/Jengu (Rescue),Event: Sedna/Jengu (Rescue)
Rotation B,Rotation B
Vapor Specter Blueprint,Very Common (100.00%)
Rotation C,Rotation C
Phase Specter Blueprint,Very Common (100.00%)
,
Sedna/Nakki (Arena),Sedna/Nakki (Arena)
"4,000 Credits Cache",Very Common (75.88%)
250 Endo,Uncommon (22.11%)
Forma Blueprint,Legendary (0.34%)
Crushing Ruin,Legendary (0.34%)
Final Harbinger,Legendary (0.34%)
Vermillion Storm,Legendary (0.34%)
Stalking Fan,Legendary (0.34%)
Decisive Judgement,Legendary (0.34%)
,
Sedna/Berehynia (Interception),Sedna/Berehynia (Interception)
Rotation A,Rotation A
Vitality,Uncommon (10.00%)
Magazine Warp,Uncommon (10.00%)
Trick Mag,Uncommon (10.00%)
Neo F2 Relic,Uncommon (10.00%)
Neo Z10 Relic,Uncommon (10.00%)
Neo D8 Relic,Uncommon (10.00%)
Neo S18 Relic,Uncommon (10.00%)
Neo K6 Relic,Uncommon (10.00%)
Neo K7 Relic,Uncommon (10.00%)
Neo N23 Relic,Uncommon (10.00%)
Rotation B,Rotation B
Axi H6 Relic,Uncommon (14.29%)
Axi G11 Relic,Uncommon (14.29%)
Axi G10 Relic,Uncommon (14.29%)
Axi B6 Relic,Uncommon (14.29%)
Axi G12 Relic,Uncommon (14.29%)
Axi L6 Relic,Uncommon (14.29%)
Axi A17 Relic,Uncommon (14.29%)
Rotation C,Rotation C
Axi H6 Relic,Uncommon (14.29%)
Axi G11 Relic,Uncommon (14.29%)
Axi G10 Relic,Uncommon (14.29%)
Axi B6 Relic,Uncommon (14.29%)
Axi G12 Relic,Uncommon (14.29%)
Axi L6 Relic,Uncommon (14.29%)
Axi A17 Relic,Uncommon (14.29%)
,
Event: Sedna/Tikoloshe (Spy),Event: Sedna/Tikoloshe (Spy)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (14.29%)
"2,500 Credits Cache",Uncommon (14.29%)
100 Endo,Uncommon (14.29%)
100 Endo,Uncommon (14.29%)
Steady Hands,Uncommon (14.29%)
Stabilizer,Uncommon (14.29%)
Power Throw,Uncommon (14.29%)
Rotation B,Rotation B
Meso P14 Relic,Uncommon (11.06%)
Meso G5 Relic,Uncommon (11.06%)
Meso M4 Relic,Uncommon (11.06%)
Meso P13 Relic,Uncommon (11.06%)
Meso B8 Relic,Uncommon (11.06%)
Meso W3 Relic,Uncommon (11.06%)
Meso C9 Relic,Uncommon (11.06%)
Neo F2 Relic,Rare (3.22%)
Neo Z10 Relic,Rare (3.22%)
Neo D8 Relic,Rare (3.22%)
Neo S18 Relic,Rare (3.22%)
Neo K6 Relic,Rare (3.22%)
Neo K7 Relic,Rare (3.22%)
Neo N23 Relic,Rare (3.22%)
Rotation C,Rotation C
Auto Breach,Rare (7.04%)
Power Throw,Rare (7.04%)
Stretch,Rare (7.04%)
Hell's Chamber,Rare (7.04%)
Scorch,Rare (7.04%)
Thermite Rounds,Rare (7.04%)
Frostbite,Rare (7.52%)
Frigid Blast,Rare (7.04%)
Arrow Mutation,Rare (7.04%)
Sniper Ammo Mutation,Rare (7.04%)
Shotgun Ammo Mutation,Rare (7.04%)
Covert Lethality,Rare (7.04%)
Ivara Neuroptics Blueprint,Rare (7.52%)
Ivara Blueprint,Rare (7.52%)
,
Sedna/Selkie (Survival),Sedna/Selkie (Survival)
Rotation A,Rotation A
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
400 Endo,Uncommon (25.00%)
Rotation B,Rotation B
Steel Fiber,Rare (6.67%)
Stretch,Rare (6.67%)
Serration,Rare (6.67%)
Hell's Chamber,Rare (6.67%)
Hornet Strike,Rare (6.67%)
Flow,Rare (6.67%)
Split Chamber,Rare (6.67%)
Stabilizer,Rare (6.67%)
Neo F2 Relic,Rare (6.67%)
Neo Z10 Relic,Rare (6.67%)
Neo D8 Relic,Rare (6.67%)
Neo S18 Relic,Rare (6.67%)
Neo K6 Relic,Rare (6.67%)
Neo K7 Relic,Rare (6.67%)
Neo N23 Relic,Rare (6.67%)
Rotation C,Rotation C
Cleanse Infested,Rare (3.76%)
Pistol Ammo Mutation,Rare (3.76%)
Arrow Mutation,Rare (3.76%)
Rifle Ammo Mutation,Rare (3.76%)
Sniper Ammo Mutation,Rare (3.76%)
Shotgun Ammo Mutation,Rare (3.76%)
Axi H6 Relic,Uncommon (11.06%)
Axi G11 Relic,Uncommon (11.06%)
Axi G10 Relic,Uncommon (11.06%)
Axi B6 Relic,Uncommon (11.06%)
Axi G12 Relic,Uncommon (11.06%)
Axi L6 Relic,Uncommon (11.06%)
Axi A17 Relic,Uncommon (11.06%)
,
Event: Sedna/Phithale (Caches),Event: Sedna/Phithale (Caches)
Rotation A,Rotation A
"10,000 Credits Cache",Very Common (100.00%)
Rotation B,Rotation B
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (12.65%)
400 Endo,Uncommon (11.06%)
400 Endo,Uncommon (11.06%)
400 Endo,Rare (2.01%)
400X Circuits,Uncommon (12.65%)
400X Rubedo,Uncommon (12.65%)
300X Plastids,Uncommon (12.65%)
Rotation C,Rotation C
600 Endo,Uncommon (12.58%)
600 Endo,Uncommon (12.58%)
600 Endo,Uncommon (12.58%)
600 Endo,Rare (3.67%)
Orokin Cell,Uncommon (12.58%)
Gallium,Uncommon (12.58%)
Neurodes,Uncommon (12.58%)
2X Orokin Cell,Rare (3.67%)
2X Gallium,Rare (3.67%)
2X Neurodes,Rare (3.67%)
Argon Crystal,Rare (3.67%)
Tellurium,Rare (3.67%)
Nitain Extract,Rare (2.00%)
Xiphos Avionics Blueprint,Legendary (0.50%)
,
Sedna/Kelpie (Spy),Sedna/Kelpie (Spy)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (14.29%)
"2,500 Credits Cache",Uncommon (14.29%)
100 Endo,Uncommon (14.29%)
100 Endo,Uncommon (14.29%)
Steady Hands,Uncommon (14.29%)
Stabilizer,Uncommon (14.29%)
Power Throw,Uncommon (14.29%)
Rotation B,Rotation B
Meso P14 Relic,Uncommon (11.06%)
Meso G5 Relic,Uncommon (11.06%)
Meso M4 Relic,Uncommon (11.06%)
Meso P13 Relic,Uncommon (11.06%)
Meso B8 Relic,Uncommon (11.06%)
Meso W3 Relic,Uncommon (11.06%)
Meso C9 Relic,Uncommon (11.06%)
Neo F2 Relic,Rare (3.22%)
Neo Z10 Relic,Rare (3.22%)
Neo D8 Relic,Rare (3.22%)
Neo S18 Relic,Rare (3.22%)
Neo K6 Relic,Rare (3.22%)
Neo K7 Relic,Rare (3.22%)
Neo N23 Relic,Rare (3.22%)
Rotation C,Rotation C
Auto Breach,Rare (7.04%)
Power Throw,Rare (7.04%)
Stretch,Rare (7.04%)
Hell's Chamber,Rare (7.04%)
Scorch,Rare (7.04%)
Thermite Rounds,Rare (7.04%)
Frostbite,Rare (7.52%)
Frigid Blast,Rare (7.04%)
Arrow Mutation,Rare (7.04%)
Sniper Ammo Mutation,Rare (7.04%)
Shotgun Ammo Mutation,Rare (7.04%)
Covert Lethality,Rare (7.04%)
Ivara Neuroptics Blueprint,Rare (7.52%)
Ivara Blueprint,Rare (7.52%)
,
Sedna/Naga (Rescue),Sedna/Naga (Rescue)
Rotation A,Rotation A
Phase Specter Blueprint,Very Common (100.00%)
Rotation B,Rotation B
Force Specter Blueprint,Very Common (100.00%)
Rotation C,Rotation C
Cosmic Specter Blueprint,Very Common (100.00%)
,
Sedna/Yam (Arena),Sedna/Yam (Arena)
"5,000 Credits Cache",Very Common (75.50%)
250 Endo,Uncommon (22.00%)
Forma Blueprint,Legendary (0.50%)
Crimson Dervish,Legendary (0.50%)
Astral Twilight,Legendary (0.50%)
Blind Justice,Legendary (0.50%)
Tempo Royale,Legendary (0.25%)
Vengeful Revenant,Legendary (0.25%)
,
Sedna/Merrow (Assassination),Sedna/Merrow (Assassination)
Saryn Neuroptics Blueprint,Common (38.72%)
Saryn Chassis Blueprint,Common (38.72%)
Saryn Systems Blueprint,Uncommon (22.56%)
,
Sedna/Hydron (Defense),Sedna/Hydron (Defense)
Rotation A,Rotation A
Vitality,Uncommon (10.00%)
Magazine Warp,Uncommon (10.00%)
Trick Mag,Uncommon (10.00%)
Neo F2 Relic,Uncommon (10.00%)
Neo Z10 Relic,Uncommon (10.00%)
Neo S18 Relic,Uncommon (10.00%)
Neo K6 Relic,Uncommon (10.00%)
Neo K7 Relic,Uncommon (10.00%)
Neo D8 Relic,Uncommon (10.00%)
Neo N23 Relic,Uncommon (10.00%)
Rotation B,Rotation B
Hornet Strike,Rare (6.67%)
Reflex Coil,Rare (6.67%)
Deep Freeze,Rare (6.67%)
North Wind,Rare (6.67%)
Hell's Chamber,Rare (6.67%)
Streamline,Rare (6.67%)
Shocking Touch,Rare (6.67%)
200 Endo,Rare (6.67%)
Axi H6 Relic,Rare (6.67%)
Axi G11 Relic,Rare (6.67%)
Axi G10 Relic,Rare (6.67%)
Axi B6 Relic,Rare (6.67%)
Axi G12 Relic,Rare (6.67%)
Axi L6 Relic,Rare (6.67%)
Axi A17 Relic,Rare (6.67%)
Rotation C,Rotation C
Vital Sense,Rare (2.26%)
Metal Auger,Rare (2.26%)
Ravage,Rare (2.26%)
Stretch,Rare (2.26%)
Handspring,Rare (2.26%)
Convulsion,Rare (2.26%)
Split Chamber,Rare (2.26%)
Continuity,Rare (2.26%)
Master Thief,Rare (2.26%)
400 Endo,Rare (2.26%)
Axi H6 Relic,Uncommon (11.06%)
Axi G11 Relic,Uncommon (11.06%)
Axi G10 Relic,Uncommon (11.06%)
Axi B6 Relic,Uncommon (11.06%)
Axi G12 Relic,Uncommon (11.06%)
Axi L6 Relic,Uncommon (11.06%)
Axi A17 Relic,Uncommon (11.06%)
,
Event: Sedna/Scylla (Survival),Event: Sedna/Scylla (Survival)
Rotation A,Rotation A
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
400 Endo,Uncommon (25.00%)
Rotation B,Rotation B
Steel Fiber,Rare (6.67%)
Stretch,Rare (6.67%)
Serration,Rare (6.67%)
Hell's Chamber,Rare (6.67%)
Hornet Strike,Rare (6.67%)
Flow,Rare (6.67%)
Split Chamber,Rare (6.67%)
Stabilizer,Rare (6.67%)
Neo F2 Relic,Rare (6.67%)
Neo Z10 Relic,Rare (6.67%)
Neo D8 Relic,Rare (6.67%)
Neo S18 Relic,Rare (6.67%)
Neo K6 Relic,Rare (6.67%)
Neo K7 Relic,Rare (6.67%)
Neo N23 Relic,Rare (6.67%)
Rotation C,Rotation C
Cleanse Infested,Rare (3.76%)
Pistol Ammo Mutation,Rare (3.76%)
Arrow Mutation,Rare (3.76%)
Rifle Ammo Mutation,Rare (3.76%)
Sniper Ammo Mutation,Rare (3.76%)
Shotgun Ammo Mutation,Rare (3.76%)
Axi H6 Relic,Uncommon (11.06%)
Axi G11 Relic,Uncommon (11.06%)
Axi G10 Relic,Uncommon (11.06%)
Axi B6 Relic,Uncommon (11.06%)
Axi G12 Relic,Uncommon (11.06%)
Axi L6 Relic,Uncommon (11.06%)
Axi A17 Relic,Uncommon (11.06%)
,
Event: Sedna/Yemaja (Survival),Event: Sedna/Yemaja (Survival)
Rotation A,Rotation A
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
400 Endo,Uncommon (25.00%)
Rotation B,Rotation B
Steel Fiber,Rare (6.67%)
Stretch,Rare (6.67%)
Serration,Rare (6.67%)
Hell's Chamber,Rare (6.67%)
Hornet Strike,Rare (6.67%)
Flow,Rare (6.67%)
Split Chamber,Rare (6.67%)
Stabilizer,Rare (6.67%)
Neo F2 Relic,Rare (6.67%)
Neo Z10 Relic,Rare (6.67%)
Neo D8 Relic,Rare (6.67%)
Neo S18 Relic,Rare (6.67%)
Neo K6 Relic,Rare (6.67%)
Neo K7 Relic,Rare (6.67%)
Neo N23 Relic,Rare (6.67%)
Rotation C,Rotation C
Cleanse Infested,Rare (3.76%)
Pistol Ammo Mutation,Rare (3.76%)
Arrow Mutation,Rare (3.76%)
Rifle Ammo Mutation,Rare (3.76%)
Sniper Ammo Mutation,Rare (3.76%)
Shotgun Ammo Mutation,Rare (3.76%)
Axi H6 Relic,Uncommon (11.06%)
Axi G11 Relic,Uncommon (11.06%)
Axi G10 Relic,Uncommon (11.06%)
Axi B6 Relic,Uncommon (11.06%)
Axi G12 Relic,Uncommon (11.06%)
Axi L6 Relic,Uncommon (11.06%)
Axi A17 Relic,Uncommon (11.06%)
,
Sedna/Amarna (Survival),Sedna/Amarna (Survival)
Rotation A,Rotation A
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
"3,000 Credits Cache",Uncommon (25.00%)
400 Endo,Uncommon (25.00%)
Rotation B,Rotation B
Steel Fiber,Rare (6.67%)
Stretch,Rare (6.67%)
Serration,Rare (6.67%)
Hell's Chamber,Rare (6.67%)
Hornet Strike,Rare (6.67%)
Flow,Rare (6.67%)
Split Chamber,Rare (6.67%)
Stabilizer,Rare (6.67%)
Neo F2 Relic,Rare (6.67%)
Neo Z10 Relic,Rare (6.67%)
Neo D8 Relic,Rare (6.67%)
Neo S18 Relic,Rare (6.67%)
Neo K6 Relic,Rare (6.67%)
Neo K7 Relic,Rare (6.67%)
Neo N23 Relic,Rare (6.67%)
Rotation C,Rotation C
Enduring Strike,Uncommon (11.28%)
Life Strike,Uncommon (11.28%)
Axi H6 Relic,Uncommon (11.06%)
Axi G11 Relic,Uncommon (11.06%)
Axi G10 Relic,Uncommon (11.06%)
Axi B6 Relic,Uncommon (11.06%)
Axi G12 Relic,Uncommon (11.06%)
Axi L6 Relic,Uncommon (11.06%)
Axi A17 Relic,Uncommon (11.06%)
,
Event: Sedna/Veles (Rescue),Event: Sedna/Veles (Rescue)
Rotation A,Rotation A
Vapor Specter Blueprint,Very Common (100.00%)
Rotation B,Rotation B
Phase Specter Blueprint,Very Common (100.00%)
Rotation C,Rotation C
Force Specter Blueprint,Very Common (100.00%)
,
Sedna/Sangeru (Defense),Sedna/Sangeru (Defense)
Rotation A,Rotation A
Vitality,Rare (6.90%)
Fast Deflection,Rare (6.90%)
Rush,Rare (7.37%)
Magazine Warp,Rare (6.90%)
Trick Mag,Rare (6.90%)
Pressure Point,Ultra Rare (1.01%)
Ammo Drum,Rare (7.37%)
Fast Hands,Rare (7.37%)
True Punishment,Ultra Rare (1.01%)
Lith G8 Relic,Rare (6.90%)
Lith W3 Relic,Rare (6.90%)
Lith R4 Relic,Rare (6.90%)
Lith C10 Relic,Rare (6.90%)
Lith T10 Relic,Rare (6.90%)
Lith H9 Relic,Rare (6.90%)
Lith N14 Relic,Rare (6.90%)
Rotation B,Rotation B
Speed Trigger,Rare (8.43%)
Fast Hands,Ultra Rare (1.58%)
Point Strike,Rare (8.43%)
Vital Sense,Rare (8.43%)
Piercing Hit,Ultra Rare (1.58%)
Metal Auger,Ultra Rare (1.58%)
Pistol Gambit,Rare (8.43%)
Target Cracker,Rare (8.43%)
No Return,Rare (8.43%)
Ravage,Rare (8.43%)
Blunderbuss,Rare (8.43%)
Point Blank,Ultra Rare (1.58%)
Serration,Ultra Rare (1.58%)
Hornet Strike,Ultra Rare (1.58%)
Fury,Legendary (0.67%)
Reflex Coil,Ultra Rare (1.58%)
Pressure Point,Rare (8.43%)
True Punishment,Legendary (0.67%)
Quickening,Legendary (0.67%)
Meso M4 Relic,Ultra Rare (1.58%)
Meso G5 Relic,Ultra Rare (1.58%)
Meso B8 Relic,Ultra Rare (1.58%)
Meso P13 Relic,Ultra Rare (1.58%)
Meso P14 Relic,Ultra Rare (1.58%)
Meso C9 Relic,Ultra Rare (1.58%)
Meso W3 Relic,Ultra Rare (1.58%)
Rotation C,Rotation C
Hellfire,Rare (7.59%)
Heated Charge,Rare (7.59%)
Molten Impact,Ultra Rare (1.84%)
Barrel Diffusion,Ultra Rare (1.84%)
Streamline,Ultra Rare (1.84%)
Intensify,Ultra Rare (1.84%)
Thunderbolt,Legendary (0.40%)
80 Endo,Rare (7.59%)
80 Endo,Ultra Rare (1.84%)
True Punishment,Legendary (0.40%)
Quickening,Legendary (0.40%)
Enduring Strike,Legendary (0.40%)
Life Strike,Legendary (0.40%)
Meso M4 Relic,Rare (7.59%)
Meso G5 Relic,Rare (7.59%)
Meso B8 Relic,Rare (7.59%)
Meso P13 Relic,Rare (7.59%)
Meso P14 Relic,Rare (7.59%)
Meso C9 Relic,Rare (7.59%)
Meso W3 Relic,Rare (7.59%)
Neo F2 Relic,Ultra Rare (1.84%)
Neo Z10 Relic,Ultra Rare (1.84%)
Neo S18 Relic,Ultra Rare (1.84%)
Neo K6 Relic,Ultra Rare (1.84%)
Neo K7 Relic,Ultra Rare (1.84%)
Neo D8 Relic,Ultra Rare (1.84%)
Neo N23 Relic,Ultra Rare (1.84%)
,
Europa/Abaddon (Capture),Europa/Abaddon (Capture)
Vitality,Uncommon (10.84%)
Fast Deflection,Uncommon (10.84%)
Rush,Uncommon (11.06%)
Magazine Warp,Uncommon (10.84%)
Trick Mag,Uncommon (10.84%)
Pressure Point,Legendary (0.34%)
Ammo Drum,Uncommon (11.06%)
Fast Hands,Uncommon (10.84%)
Quickdraw,Uncommon (10.84%)
Health Restore (Large),Uncommon (10.84%)
Omni Ammo Box,Legendary (0.34%)
North Wind,Legendary (0.34%)
Shocking Touch,Legendary (0.34%)
Molten Impact,Legendary (0.34%)
Stretch,Legendary (0.34%)
,
Event: Europa/Gamygyn (Mobile Defense),Event: Europa/Gamygyn (Mobile Defense)
Polar Magazine,Common (38.72%)
Superior Defenses,Common (38.72%)
Meteor Crash,Rare (3.76%)
Nebula Bore,Rare (3.76%)
Astral Slash,Rare (3.76%)
Comet Blast,Rare (3.76%)
Quasar Drill,Rare (3.76%)
Zodiac Shred,Rare (3.76%)
,
Event: Europa/Eligor (Rescue),Event: Europa/Eligor (Rescue)
Rotation A,Rotation A
Vapor Specter Blueprint,Very Common (100.00%)
Rotation B,Rotation B
Phase Specter Blueprint,Very Common (100.00%)
Rotation C,Rotation C
Force Specter Blueprint,Very Common (100.00%)
,
Event: Europa/Lillith (Excavation),Event: Europa/Lillith (Excavation)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
Rotation B,Rotation B
Provoked,Rare (7.14%)
Steel Fiber,Rare (7.14%)
Serration,Rare (7.14%)
Hornet Strike,Rare (7.14%)
Fast Deflection,Rare (7.14%)
Charged Shell,Rare (7.14%)
Vital Sense,Rare (7.14%)
Meso P14 Relic,Rare (7.14%)
Meso G5 Relic,Rare (7.14%)
Meso M4 Relic,Rare (7.14%)
Meso P13 Relic,Rare (7.14%)
Meso B8 Relic,Rare (7.14%)
Meso W3 Relic,Rare (7.14%)
Meso C9 Relic,Rare (7.14%)
Rotation C,Rotation C
Cleanse Corpus,Rare (3.76%)
Pistol Ammo Mutation,Rare (3.76%)
Arrow Mutation,Rare (3.76%)
Rifle Ammo Mutation,Rare (3.76%)
Sniper Ammo Mutation,Rare (3.76%)
Shotgun Ammo Mutation,Rare (3.76%)
Neo F2 Relic,Uncommon (11.06%)
Neo Z10 Relic,Uncommon (11.06%)
Neo D8 Relic,Uncommon (11.06%)
Neo S18 Relic,Uncommon (11.06%)
Neo K6 Relic,Uncommon (11.06%)
Neo K7 Relic,Uncommon (11.06%)
Neo N23 Relic,Uncommon (11.06%)
,
Europa/Naamah (Assassination),Europa/Naamah (Assassination)
Nova Neuroptics Blueprint,Common (38.72%)
Nova Chassis Blueprint,Common (38.72%)
Nova Systems Blueprint,Uncommon (22.56%)
,
Europa/Valefor (Excavation),Europa/Valefor (Excavation)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
Rotation B,Rotation B
Provoked,Rare (7.14%)
Steel Fiber,Rare (7.14%)
Serration,Rare (7.14%)
Hornet Strike,Rare (7.14%)
Fast Deflection,Rare (7.14%)
Charged Shell,Rare (7.14%)
Vital Sense,Rare (7.14%)
Meso P14 Relic,Rare (7.14%)
Meso G5 Relic,Rare (7.14%)
Meso M4 Relic,Rare (7.14%)
Meso P13 Relic,Rare (7.14%)
Meso B8 Relic,Rare (7.14%)
Meso W3 Relic,Rare (7.14%)
Meso C9 Relic,Rare (7.14%)
Rotation C,Rotation C
Cleanse Corpus,Rare (3.76%)
Pistol Ammo Mutation,Rare (3.76%)
Arrow Mutation,Rare (3.76%)
Rifle Ammo Mutation,Rare (3.76%)
Sniper Ammo Mutation,Rare (3.76%)
Shotgun Ammo Mutation,Rare (3.76%)
Neo F2 Relic,Uncommon (11.06%)
Neo Z10 Relic,Uncommon (11.06%)
Neo D8 Relic,Uncommon (11.06%)
Neo S18 Relic,Uncommon (11.06%)
Neo K6 Relic,Uncommon (11.06%)
Neo K7 Relic,Uncommon (11.06%)
Neo N23 Relic,Uncommon (11.06%)
,
