Mob,Mod,Chance
Drekar Manic,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Final Harbinger,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Drekar Manic Bombard,Mod Drop Chance: 40.00%,Mod Drop Chance: 40.00%
,True Steel,Uncommon (25.29%)
,Warm Coat,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Expel Grineer,Uncommon (11.06%)
,Tactical Pump,Uncommon (11.06%)
,Vermillion Storm,Legendary (0.67%)
,Vulpine Mask,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Drekar Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Rare (7.37%)
,Diamond Skin,Rare (7.37%)
,Mobilize,Rare (7.37%)
,Heavy Trauma,Legendary (0.67%)
,Streamline,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Drekar Trooper,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Patagium,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Sensor Regulator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Orokin Spectator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Guardian,Uncommon (25.29%)
,Hush,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,50 Endo,Uncommon (22.11%)
,Coolant Leak,Legendary (0.67%)
,Fired Up,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Conculyst,Mod Drop Chance: 15.00%,Mod Drop Chance: 15.00%
,Spry Sights,Uncommon (15.28%)
,Reflex Draw,Uncommon (15.28%)
,Agile Aim,Uncommon (15.28%)
,Twitch,Uncommon (15.28%)
,Snap Shot,Uncommon (15.28%)
,Soft Hands,Uncommon (15.28%)
,Spring-Loaded Broadhead,Rare (2.78%)
,Double-Barrel Drift,Rare (2.78%)
,Vengeful Revenant,Rare (2.78%)
,,
Battalyst,Mod Drop Chance: 25.00%,Mod Drop Chance: 25.00%
,Air Recon,Uncommon (30.56%)
,Overview,Uncommon (30.56%)
,Broad Eye,Uncommon (30.56%)
,Strafing Slide,Ultra Rare (1.67%)
,Eject Magazine,Ultra Rare (1.67%)
,Gun Glide,Ultra Rare (1.67%)
,Tactical Reload,Ultra Rare (1.67%)
,Lock And Load,Ultra Rare (1.67%)
,,
Decaying Conculyst,Mod Drop Chance: 15.00%,Mod Drop Chance: 15.00%
,Spry Sights,Uncommon (15.28%)
,Reflex Draw,Uncommon (15.28%)
,Agile Aim,Uncommon (15.28%)
,Twitch,Uncommon (15.28%)
,Snap Shot,Uncommon (15.28%)
,Soft Hands,Uncommon (15.28%)
,Spring-Loaded Broadhead,Rare (2.78%)
,Double-Barrel Drift,Rare (2.78%)
,Vengeful Revenant,Rare (2.78%)
,,
Decaying Battalyst,Mod Drop Chance: 25.00%,Mod Drop Chance: 25.00%
,Air Recon,Uncommon (30.56%)
,Overview,Uncommon (30.56%)
,Broad Eye,Uncommon (30.56%)
,Strafing Slide,Ultra Rare (1.67%)
,Eject Magazine,Ultra Rare (1.67%)
,Gun Glide,Ultra Rare (1.67%)
,Tactical Reload,Ultra Rare (1.67%)
,Lock And Load,Ultra Rare (1.67%)
,,
Shield Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Hawk Eye,Rare (7.37%)
,Shotgun Barrage,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Shock Absorbers,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Shock Draga,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Shockwave Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Piercing Hit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Cryo Rounds,Uncommon (11.06%)
,Stretch,Uncommon (11.06%)
,Pointed Wind,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Detron Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Sniper Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Assault Mode,Very Common (75.88%)
,Incendiary Coat,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Combustion Beam,Legendary (0.50%)
,Ravage,Legendary (0.50%)
,Stalking Fan,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Stalker,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Molten Impact,Uncommon (30.56%)
,Heavy Impact,Uncommon (30.56%)
,Blind Justice,Uncommon (30.56%)
,Energy Channel,Rare (2.78%)
,Intensify,Rare (2.78%)
,80 Endo,Rare (2.78%)
,,
Shadow Stalker,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Molten Impact,Uncommon (30.56%)
,Heavy Impact,Uncommon (30.56%)
,Blind Justice,Uncommon (30.56%)
,Energy Channel,Rare (2.78%)
,Intensify,Rare (2.78%)
,80 Endo,Rare (2.78%)
,,
Latcher,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (18.97%)
,Trick Mag,Uncommon (18.97%)
,Enhanced Vitality,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Hellfire,Rare (7.37%)
,Fast Deflection,Rare (7.37%)
,50 Endo,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Oxium Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Tenno Specter,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Berserker Fury,Uncommon (20.00%)
,Master Thief,Uncommon (20.00%)
,Rage,Uncommon (20.00%)
,Flow,Uncommon (20.00%)
,Decisive Judgement,Uncommon (20.00%)
,,
Mutalist Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,15 Endo,Common (37.94%)
,Sinister Reach,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Tyl Regor,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,True Steel,Uncommon (25.81%)
,Steel Fiber,Uncommon (25.81%)
,Vitality,Uncommon (25.81%)
,Shocking Touch,Rare (7.52%)
,Lethal Momentum,Rare (7.52%)
,Cryo Rounds,Rare (7.52%)
,,
Tyl Regor,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,True Steel,Uncommon (25.81%)
,Steel Fiber,Uncommon (25.81%)
,Vitality,Uncommon (25.81%)
,Shocking Touch,Rare (7.52%)
,Lethal Momentum,Rare (7.52%)
,Cryo Rounds,Rare (7.52%)
,,
Reinforced Corpus Storage Container,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,80 Endo,Very Common (100.00%)
,,
Reinforced Grineer Storage Container,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Reinforced Grineer Storage Container,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Reinforced Grineer Storage Container,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,80 Endo,Very Common (100.00%)
,,
Reinforced Orokin Storage Container,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Argon Plating,Common (37.94%)
,Energy Inversion,Common (37.94%)
,Enhanced Durability,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Auxiliary Power,Rare (5.53%)
,Superior Defenses,Rare (5.53%)
,System Reroute,Rare (2.01%)
,,
Reinforced Orokin Storage Container,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,80 Endo,Very Common (100.00%)
,,
Councilor Vay Hek,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Blood For Life,Common (37.94%)
,15 Endo,Common (37.94%)
,Molten Impact,Rare (4.42%)
,Killing Blow,Rare (4.42%)
,Cryo Rounds,Rare (4.42%)
,Stretch,Rare (4.42%)
,50 Endo,Rare (4.42%)
,80 Endo,Rare (2.01%)
,,
Vay Hek Terra Frame,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Blood For Life,Common (37.94%)
,15 Endo,Common (37.94%)
,Molten Impact,Rare (4.42%)
,Killing Blow,Rare (4.42%)
,Cryo Rounds,Rare (4.42%)
,Stretch,Rare (4.42%)
,50 Endo,Rare (4.42%)
,80 Endo,Rare (2.01%)
,,
Rathuum Broadcaster,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Corrupted Vor,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Virulent Scourge,Uncommon (25.00%)
,Pistol Pestilence,Uncommon (25.00%)
,Malignant Force,Uncommon (25.00%)
,Toxic Barrage,Uncommon (25.00%)
,,
Corpus Warden,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Point Strike,Common (37.94%)
,15 Endo,Common (37.94%)
,Charged Shell,Rare (5.53%)
,Cleanse Grineer,Rare (5.53%)
,Swirling Tiger,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Handspring,Rare (2.01%)
,,
Corrupted Warden,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Slip Magazine,Uncommon (18.97%)
,Magazine Warp,Uncommon (18.97%)
,Blunderbuss,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Shell Compression,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Decisive Judgement,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Grineer Warden,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Slip Magazine,Uncommon (18.97%)
,Magazine Warp,Uncommon (18.97%)
,Blunderbuss,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Shell Compression,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Decisive Judgement,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Sikula,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,15 Endo,Common (37.94%)
,Sinister Reach,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Deimos Therid,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Lasting Sting,Uncommon (25.29%)
,Flechette,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Relentless Combination,Uncommon (11.06%)
,Expel Infested,Uncommon (11.06%)
,Adhesive Blast,Ultra Rare (1.01%)
,Cleaving Whirlwind,Ultra Rare (1.01%)
,,
Deimos Leaping Thrasher,Mod Drop Chance: 4.50%,Mod Drop Chance: 4.50%
,Lasting Sting,Uncommon (25.29%)
,Perpetual Agony,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fetch,Rare (7.37%)
,Volatile Quick Return,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Condition Overload,Legendary (0.50%)
,Volatile Rebound,Legendary (0.50%)
,Defiled Snapdragon,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Deimos Carnis,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Carnis Mandible,Very Common (75.88%)
,Carnis Carapace,Uncommon (22.11%)
,Carnis Stinger,Rare (2.01%)
,,
Deimos Carnis,Mod Drop Chance: 4.50%,Mod Drop Chance: 4.50%
,Lasting Sting,Uncommon (25.29%)
,Perpetual Agony,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fetch,Rare (7.37%)
,Volatile Quick Return,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Condition Overload,Legendary (0.50%)
,Volatile Rebound,Legendary (0.50%)
,Defiled Snapdragon,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Deimos Carnis Rex,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Carnis Mandible,Very Common (75.88%)
,Carnis Carapace,Uncommon (22.11%)
,Carnis Stinger,Rare (2.01%)
,,
Deimos Jugulus,Mod Drop Chance: 4.50%,Mod Drop Chance: 4.50%
,Lasting Sting,Uncommon (25.29%)
,Perpetual Agony,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fetch,Rare (7.37%)
,Volatile Quick Return,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Condition Overload,Legendary (0.50%)
,Volatile Rebound,Legendary (0.50%)
,Defiled Snapdragon,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Deimos Jugulus Rex,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Necramech Aviator,Uncommon (18.97%)
,Necramech Enemy Sense,Uncommon (18.97%)
,Necramech Deflection,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Necramech Rage,Rare (4.42%)
,Necramech Augur,Rare (4.42%)
,Necramech Rebuke,Rare (4.42%)
,Necramech Repair,Rare (4.42%)
,50 Endo,Rare (4.42%)
,80 Endo,Rare (2.01%)
,,
Deimos Mutalist Osprey Carrier,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Deimos Saxum Rex,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Saxum Thorax,Very Common (75.88%)
,Saxum Carapace,Uncommon (22.11%)
,Saxum Spittle,Rare (2.01%)
,,
Latrox Une,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Point Strike,Common (37.94%)
,15 Endo,Common (37.94%)
,Charged Shell,Rare (5.53%)
,Cleanse Grineer,Rare (5.53%)
,Swirling Tiger,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Handspring,Rare (2.01%)
,,
Deimos Brood Mother,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Lasting Sting,Uncommon (25.29%)
,Flechette,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Expel Infested,Uncommon (22.11%)
,High Noon,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Polyp-Hog Juggernaut,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Regen,Uncommon (18.97%)
,Rupture,Uncommon (18.97%)
,Calculated Redirection,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Convulsion,Rare (7.37%)
,Speed Trigger,Rare (7.37%)
,Fracturing Wind,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Lancer Survivor,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Heavy Trauma,Legendary (0.50%)
,Streamline,Legendary (0.50%)
,Iron Phoenix,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Trooper Survivor,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Deimos Ancient Healer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Lightning Rod,Uncommon (25.29%)
,Flame Repellent,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,50 Endo,Uncommon (22.11%)
,Seeker,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Deimos Venin Mutalist,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,15 Endo,Common (37.94%)
,Sinister Reach,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Concealed Explosives,Legendary (0.67%)
,Metal Auger,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Deimos Saxum,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Saxum Thorax,Very Common (75.88%)
,Saxum Carapace,Uncommon (22.11%)
,Saxum Spittle,Rare (2.01%)
,,
Deimos Saxum,Mod Drop Chance: 4.50%,Mod Drop Chance: 4.50%
,Lasting Sting,Uncommon (25.29%)
,Perpetual Agony,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fetch,Rare (7.37%)
,Volatile Quick Return,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Condition Overload,Legendary (0.50%)
,Volatile Rebound,Legendary (0.50%)
,Defiled Snapdragon,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Deimos Tendril Drone,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Parallax Scope,Uncommon (25.29%)
,Argon Plating,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Cutting Edge,Rare (7.37%)
,Combustion Rounds,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Morphic Transformer,Rare (2.01%)
,,
Deimos Juggernaut,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Regen,Uncommon (18.97%)
,Rupture,Uncommon (18.97%)
,Calculated Redirection,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Convulsion,Rare (7.37%)
,Speed Trigger,Rare (7.37%)
,Fracturing Wind,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Deimos Juggernaut,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Regen,Uncommon (18.97%)
,Rupture,Uncommon (18.97%)
,Calculated Redirection,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Convulsion,Rare (7.37%)
,Speed Trigger,Rare (7.37%)
,Fracturing Wind,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Deimos Leaper,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Assault Mode,Common (37.94%)
,15 Endo,Common (37.94%)
,Fatal Acceleration,Uncommon (11.06%)
,Cleanse Infested,Uncommon (11.06%)
,Spinning Needle,Ultra Rare (1.01%)
,Seismic Palm,Ultra Rare (1.01%)
,,
Deimos Runner,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Ghost,Uncommon (25.29%)
,Reach,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Concussion Rounds,Uncommon (11.06%)
,Point Blank,Uncommon (11.06%)
,Sundering Strike,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Garv,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Slip Magazine,Uncommon (18.97%)
,Magazine Warp,Uncommon (18.97%)
,Blunderbuss,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Shell Compression,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Decisive Judgement,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Deimos Swarm Mutalist Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Lightning Rod,Uncommon (25.29%)
,Flame Repellent,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,50 Endo,Uncommon (22.11%)
,Seeker,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Deimos Charger,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Regen,Uncommon (18.97%)
,Rupture,Uncommon (18.97%)
,Calculated Redirection,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Convulsion,Rare (7.37%)
,Speed Trigger,Rare (7.37%)
,Fracturing Wind,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Basal Diploid,Mod Drop Chance: 3.50%,Mod Drop Chance: 3.50%
,15 Endo,Very Common (75.88%)
,Fetch,Rare (5.53%)
,Fever Strike,Rare (5.53%)
,Razor Shot,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Condition Overload,Legendary (0.67%)
,Defiled Snapdragon,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Basal Diploid Rex,Mod Drop Chance: 3.50%,Mod Drop Chance: 3.50%
,15 Endo,Very Common (75.88%)
,Fetch,Rare (5.53%)
,Fever Strike,Rare (5.53%)
,Razor Shot,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Condition Overload,Legendary (0.67%)
,Defiled Snapdragon,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Feral Diploid,Mod Drop Chance: 3.50%,Mod Drop Chance: 3.50%
,15 Endo,Very Common (75.88%)
,Fetch,Rare (5.53%)
,Fever Strike,Rare (5.53%)
,Razor Shot,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Condition Overload,Legendary (0.67%)
,Defiled Snapdragon,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Feral Diploid Rex,Mod Drop Chance: 3.50%,Mod Drop Chance: 3.50%
,15 Endo,Very Common (75.88%)
,Fetch,Rare (5.53%)
,Fever Strike,Rare (5.53%)
,Razor Shot,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Condition Overload,Legendary (0.67%)
,Defiled Snapdragon,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Narmer Mite,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Organ Shatter,Common (37.94%)
,Reach,Common (37.94%)
,Shocking Touch,Rare (3.69%)
,Molten Impact,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Fever Strike,Rare (3.69%)
,Stretch,Rare (3.69%)
,Life Strike,Ultra Rare (1.01%)
,Split Chamber,Ultra Rare (1.01%)
,,
Narmer Butcher,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Perpetual Agony,Common (37.94%)
,Blunderbuss,Common (37.94%)
,North Wind,Rare (4.42%)
,Reflex Coil,Rare (4.42%)
,Fever Strike,Rare (4.42%)
,Rifle Aptitude,Rare (4.42%)
,50 Endo,Rare (4.42%)
,Flow,Ultra Rare (1.01%)
,Tranquil Cleave,Ultra Rare (1.01%)
,,
Narmer Flameblade,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Flame Repellent,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Rifle Aptitude,Rare (7.37%)
,Cleanse Corpus,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Enemy Sense,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Narmer Bombard,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (25.29%)
,Warm Coat,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Expel Grineer,Uncommon (11.06%)
,Tactical Pump,Uncommon (11.06%)
,Sanctuary,Legendary (0.50%)
,Sure Footed,Legendary (0.50%)
,Crimson Dervish,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Narmer Commander,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Heavy Trauma,Legendary (0.50%)
,Streamline,Legendary (0.50%)
,Iron Phoenix,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Narmer Observation Drone,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Narmer Power Carrier,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Narmer Detron Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.81%)
,Shredder,Uncommon (25.81%)
,15 Endo,Uncommon (25.81%)
,Concussion Rounds,Rare (5.64%)
,Infected Clip,Rare (5.64%)
,Sinking Talon,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Narmer Dera Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Smite Grineer,Uncommon (11.06%)
,Stormbringer,Uncommon (11.06%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Narmer Disc Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Smite Grineer,Uncommon (11.06%)
,Hellfire,Uncommon (11.06%)
